tweet,index
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2686
"RT @AnandGadeSakal: Vegetable &amp; Fruit Grower's suffering more after #demonetization, need special provision's
@PMOIndia",2687
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2688
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2689
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2690
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,2691
#Delhi: #SamajwadiParty's Jaya Bachchan joins #TMC protest at Jantar Mantar over #demonetization issue https://t.co/p5DAFSOwPm,2692
"@colnrkurup @TajinderBagga 
People who believe in bearing small pains for building a nation will never complain of… https://t.co/VODXAokCwY",2693
"RT @bsindia: Unable to withdraw money for exam fees, teen hangs himself #Demonetization
https://t.co/2IiIELPLlf https://t.co/mMgPS675Uo",2694
RT @IamRitzV: The mic of a BSP leader was snatched away from him as he started praising Modiji for his #Demonetization move during Mayawati…,2695
"Bhaichung Bhutia protest against #Demonetization 

Trinamul Congress leader Bhaichung Bhutia today stages protest... https://t.co/nBfHgDbwaH",2696
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,2697
"RT @MahikaInfra: Must Vote

After 9days of #demonetization Only 4-5Lakhs cr returned to Bank out of 14.5 Lakhs cr 

Kahan gaya 10 Lakhs Cr…",2698
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2699
RT @BUnlimted: After #Demonetization Kumar vishwas is getting only 500-1000 notes at GB road #WhatsTheDealModiji,2700
#RBI cautions on exch/ dep old notes| #demonetization #News #currencyban READ: https://t.co/Aq2xrlxtri,2701
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,2702
"RT @gops333: currency ban: ‘Roll back
#demonetization , it has caused riot-like situation’ - The Times of India on Mobile https://t.co/ad9a…",2703
"RT @aruproytweets: Our top story today. Ministers, bureaucrats admit to glaring lack of cohesive planning #Demonetization https://t.co/Qsxc…",2704
"RT @AnandGadeSakal: Vegetable &amp; Fruit Grower's suffering more after #demonetization, need special provision's
@PMOIndia",2705
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2706
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2707
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2708
"RT @vinaydokania: what is this @narendramodi @arunjaitley 
Is #demonetization a big scam?
Are we givin away our real notes n gettin dis inv…",2709
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,2710
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2711
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2712
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,2713
@DrKumarVishwas @AartiTikoo u can't compare this to the fake notes racket that has been disabled by #demonetization,2714
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2715
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2716
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,2717
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2718
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2719
"#YSRCongress Party chief #JaganmohanReddy against #ChandrababuNaidu ; He knew about #demonetization
https://t.co/WjzNl1qve9",2720
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2721
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2722
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2723
"RT @tech2eets: Indian PC market is expected to be ""sluggish"" because of #demonetization, says IDC. https://t.co/S4xmwoqeSM https://t.co/pu9…",2724
RT @CMOMaharashtra: Watch what @sonunigam thinks about #demonetization .. https://t.co/vXt09c64zY,2725
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",2726
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2727
"RT @jenaanindya: 200 MPs from opposition parties forming a chain in d Parliament premises to protest against #Demonetization 
Never vote fo…",2728
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2729
Amitabh Bachchan doesn't like long queues. #amitabhbachchan #queue #bank #demonetization… https://t.co/lbzma9bfoW,2730
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2731
"RT @AnandGadeSakal: Vegetable &amp; Fruit Grower's suffering more after #demonetization, need special provision's
@PMOIndia",2732
RT @bsindia: Supreme Court refuses to stay petitions against #Demonetization https://t.co/LEAj1IwvLy https://t.co/qRw30XKE3z,2733
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2734
"RT @myvotetoday: Day 6 of #wintersession &amp; no constructive #debate on #DeMonetization.

Only noise, chaos &amp; disruptions by obstructionist #…",2735
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2736
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2737
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2738
Positive effects of #Demonetization Good for our country.. https://t.co/WUKDf9XHqb,2739
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2740
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2741
"RT @jenaanindya: 200 MPs from opposition parties forming a chain in d Parliament premises to protest against #Demonetization 
Never vote fo…",2742
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2743
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2744
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2745
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2746
"Samajwadi Party's Jaya Bachchan and AAP join TMC protest against #demonetization at Jantar Mantar. https://t.co/aRSxCO4ui4

— All India Ra…",2747
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2748
"#demonetization @SrBachchan sir, why is Jayajee joining opposition? Are you also against this step where 80% ppl and world praises Modiji",2749
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2750
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2751
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2752
"Visited couple of banks today, didn't see long queues (hardly 5-7 ppl). Things are getting back to normal it seems. #Demonetization :)",2753
"Today farmers, housewives, poor are in distress after Govt's #demonetization move: Shivpal Singh Yadav (SP) https://t.co/2tMLdRVEAp",2754
Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7HjMN,2755
Odisha people have no money. So no Guv headache or pain for #demonetization. Thanks @CMO_Odisha for making us… https://t.co/3pXZQPEHre,2756
"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",2757
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2758
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2759
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2760
"RT @MahikaInfra: @narendramodi
The first Phase of #demonetization successfully over after more than 5lakhs cr deposits &amp; 1lakh cr pushed ba…",2761
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2762
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2763
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2764
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",2765
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2766
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2767
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2768
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2769
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2770
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2771
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2772
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2773
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,2774
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2775
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2776
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,2777
"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",2778
